code,name,address,website,phone,description,share_list,sector,industry
ANDI,Andira Agro Tbk.,"Meta Epsi Building - Jl. Mayjen D.I. Panjaitan Kav. 2, East Jakarta",https://www.andiraagro.com,62 21 856 4955,"PT Andira Agro Tbk owns, operates, and manages a crude palm oil mill and oil plantations in Indonesia. It is involved in cultivating and harvesting fresh fruit bunches (FFB) from palm trees, as well as extracting and refining crude palm oil and palm kernel from FFB. The company was incorporated in 1995 and is headquartered in East Jakarta, Indonesia.",9350000000,Consumer Defensive,Farm Products
ANJT,Austindo Nusantara Jaya Tbk.,"Menara BTPN Tower - 40th Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5–5.6, Kawasan Mega Kuningan, Jakarta",https://www.anj-group.com,62 21 2965 1777,"PT Austindo Nusantara Jaya Tbk engages in the oil palm plantation business in Indonesia. It operates through four segments: Palm Oil, Sago, Vegetables, and Renewable Energy. The company offers crude palm oil and palm kernel, and edamame. It also processes sago and other vegetables. The company was formerly known as PT Austindo Teguh Jaya. PT Austindo Nusantara Jaya Tbk was founded in 1993 and is headquartered in Jakarta, Indonesia.",3354175000,Consumer Defensive,Farm Products
ANTM,Aneka Tambang Tbk.,"Gedung Aneka Tambang - Jl. Letjen T.B. Simatupang No. 1 Lingkar Selatan Tanjung Barat, Jakarta",https://www.antam.com,62 21 789 1234,"PT Aneka Tambang Tbk operates as a diversified mining and metals company in Indonesia. The company operates through three segments: Nickel, Precious Metals and Refinery, and Bauxite and Alumina. It is involved in the exploration, excavation, processing, and marketing of alumina, nickel ore, ferronickel, gold, silver, bauxite, and coal. The company also engages in the construction, trading, industry, agriculture, printing, and ground transportation businesses; and provision of industrial area management services. It also exports its products. The company was incorporated in 1968 and is headquartered in Jakarta, Indonesia. PT Aneka Tambang Tbk is a subsidiary of PT Indonesia Asahan Aluminium (Persero).",24030764725,Basic Materials,Other Industrial Metals & Mining
APEX,Apexindo Pratama Duta Tbk.,"Office 8 Building - 20 – 21 Floors, SCBD Lot 28 Jl. Jend. Sudirman Kav 52-53 Kebayoran Baru, Jakarta",https://www.apexindo.com,62 21 2933 3000,"PT Apexindo Pratama Duta Tbk operates as a drilling contractor in Indonesia and internationally. It provides onshore and offshore drilling services for oil and gas, geothermal, and coal bed methane industries. The company has a fleet of six offshore rigs that include 2 jack-up rigs and 4 swamp barges, and eight onshore rigs. It also engages in the rental of equipment; usage of fuel and spare parts; and provision of catering and other services. The company was founded in 1984 and is headquartered in Jakarta, Indonesia. PT Apexindo Pratama Duta Tbk is a subsidiary of PT Aserra Capital.",2796804997,Energy,Oil & Gas Drilling
APIC,Pacific Strategic Financial Tbk.,"Menara BPJAMSOSTEK (Utara) Lt. 12A - Jl. Jend. Gatot Subroto No. 38, Jakarta Selatan",https://www.apic.co.id,62 21 3950 2900,"PT Pacific Strategic Financial Tbk engages in investment and other management consultation activities primarily in Indonesia. The company also provides securities brokerage and underwriting services, as well as other services related to investment and capital markets; and financial management, factoring, and other financing services. In addition, it offers business consulting; and conventional and Sharia life insurance services. The company was formerly known as PT Pan Pacific International and changed its name to PT Pacific Strategic Financial Tbk in November 2010. PT Pacific Strategic Financial Tbk was founded in 1989 and is based in Jakarta Selatan, Indonesia.",11766313488,Financial Services,Insurance—Life
APII,Arita Prima Indonesia Tbk.,"Komplek Rukan Sunter Permai - Blok C No. 7-9 & 15 Jalan Danau Sunter Utara, Jakarta Utara",https://www.arita.co.id,62 21 651 9188,"PT Arita Prima Indonesia Tbk imports, distributes, and services valves, fittings, instrumentations, and control products in Indonesia. The company operates in four segments: Valve, Fitting, Instrument, and Others. Its products include electric actuators; sanitary and fitting flanges; control valves; water pumps; marine full oil tank emergency shut-off valves; pressure reducing valves; union ball valves; 3 way ball valves; quarter turn AOX; integral electromagnetic flowmeters; switch boxes; temperature sensors; and diaphragm pumps. The company also manufactures and trades in valve and other products; and offers construction and water management services. The company was founded in 2000 and is headquartered in Jakarta Utara, Indonesia. PT Arita Prima Indonesia Tbk is a subsidiary of PT Arita Global.",1075760000,Industrials,Tools & Accessories
APLI,Asiaplast Industries Tbk.,"Jalan K.H. E.Z. Muttaqien No. 94 - Kelurahan Gembor Kecamatan Periuk, Tangerang",https://www.asiaplast.co.id,62 21 590 1465,"PT Asiaplast Industries Tbk manufactures and sells plastic sheets in Indonesia and internationally. The company operates through Plastic and Electronics segments. The company offers flexible films and sheets for use in office equipment, overlay furniture and home appliances, promotion media, raincoats, packaging products, etc.; leatherette for use in fashion products, automotive interior, furniture, tents, etc.; and rigid films and sheets for use in pharmaceutical grade blisters, food grade packaging products, boxes and window boxes, thermoform packaging products, etc. It also provides polyethylene terephthalate sheets for use in drinking cups and lids, food packaging, cosmetic trays and window boxes, electronic packagings and semi conductor trays, automotive spare part packagings, pharmaceutical blisters, etc.; and thermoforming products. PT Asiaplast Industries Tbk was formerly known as PT Akasa Pandukarya. The company was incorporated in 1992 and is headquartered in Tangerang, Indonesia. PT Asiaplast Industries Tbk is a subsidiary of PT Maco Amangraha.",1362671400,Consumer Cyclical,Packaging & Containers
APLN,Agung Podomoro Land Tbk.,"APL Tower - 43rd-45th Floor Podomoro City Jalan Letjen Jend. S. Parman Kav. 28, Jakarta Barat",https://www.agungpodomoroland.com,62 21 2903 4567,"PT Agung Podomoro Land Tbk, together with its subsidiaries, owns, develops, and manages retail, commercial, and residential real estate properties in Indonesia. It is involved in the land acquisition and/or sourcing; design and development; project management, sale, commercial leasing, and marketing; and operation and management of superblock developments, shopping malls, offices, hotels, and residential apartments and houses. The company was founded in 2004 and is headquartered in West Jakarta, Indonesia. PT Agung Podomoro Land Tbk is a subsidiary of PT Indofica.",22699326779,Real Estate,Real Estate—Development
ARCI,Archi Indonesia Tbk.,"Menara Rajawali - Lantai 19 Jl. DR. Ide Anak Agung Gde Agung Lot #5.1 Mega Kuningan, South Jakarta",https://www.archiindonesia.com,62 21 576 1719,"PT Archi Indonesia Tbk, through its subsidiaries, engages in the discovery, exploration, development, and operation of gold and silver mining properties in Indonesia. It holds interest in the Toka Tindung project that covers an area of 39,817 hectares located in North Sulawesi. It provides mining support and mining contractor services, and others, as well as management consulting services, including tax, legal, human resources, and others. The company was incorporated in 2010 and is headquartered in South Jakarta, Indonesia. PT Archi Indonesia Tbk operates as a subsidiary of PT Rajawali Corporation.",24835000000,Basic Materials,Gold
ARGO,Argo Pantes Tbk,"Wisma Argo Manunggal - 2nd Floor Jalan Jend. Gatot Subroto Kav. 22, Jakarta Selatan",https://www.argopantes.com,62 21 252 0065,"PT Argo Pantes Tbk produces and sells various textile products primarily in Indonesia. The company is involved in the warehouse and office rental activities. PT Argo Pantes Tbk was incorporated in 1977 and is headquartered in South Jakarta, Indonesia.",335557450,Consumer Cyclical,Textile Manufacturing
ARII,Atlas Resources Tbk.,"Sampoerna Strategic Square - South Tower, Level 18 Jalan Jenderal Sudirman Kav. 45 - 46, Jakarta Selatan",https://www.atlas-coal.co.id,,"PT Atlas Resources Tbk, together with its subsidiaries, engages in the acquisition, exploration, development, production, and sale of coal in Indonesia and internationally. It produces high-calorie and metallurgical coal for use in the steel production and power plants, cement factories, and other manufacturing facilities. The company holds various mining concessions covering a total area of approximately 50,000 hectares in Indonesia. It is also involved in the trading, services, construction, transportation, workshop, printing, investment, logistics, and agricultural activities. The company was founded in 2007 and is based in Jakarta Selatan, Indonesia.",3131000000,Energy,Thermal Coal
ARKA,Arkha Jayanti Persada Tbk.,"Jl. Lanbau No. 8 - RT 06 / RW 09, Karang Asem Barat Citeureup, Bogor",https://www.arkhajayanti.co.id,62 21 8791 8903,"PT Arkha Jayanti Persada Tbk provides solutions for parts and components. It also manufactures transport equipment; and engages in steel construction, oil and gas, and telecommunication project activities. The company was founded in 2000 and is based in Bogor, Indonesia.",2000000000,Industrials,Specialty Business Services
ARKO,Arkora Hydro Tbk.,NULL,NULL,NULL,NULL,2928495000,NULL,NULL
ARMY,Armidian Karyatama Tbk.,NULL,NULL,NULL,NULL,9006250000,NULL,NULL
ARNA,Arwana Citramulia Tbk.,"Sentra Niaga Puri Indah Blok T2 No. 24 - Kembangan Selatan, Jakarta",https://arwanacitra.com,62 21 5830 2363,"PT Arwana Citramulia Tbk, together with its subsidiaries, manufactures and distributes ceramic tiles in Indonesia. The company primarily offers wall tiles. It sells its products under the Arwana and UNO brands through sub-distributors and retail outlets. The company was formerly known as PT Arwana Citra Mulia and changed its name to PT Arwana Citramulia Tbk in November 1993. The company was founded in 1993 and is headquartered in Jakarta, Indonesia.",7341430976,Industrials,Building Products & Equipment
ARTA,Arthavest Tbk,"Sahid Sudirman Center - 55th Floor Jl.Jend.Sudirman no.86, Jakarta Pusat",https://www.arthavest.com,62 21 3111 6101,"PT Arthavest Tbk, together with its subsidiaries, engages in the hospitality business in Central Jakarta. The company owns and operates the Redtop hotel & convention center, a 4-star business hotel with 390 rooms. Its Redtop hotel offers convention and banquet, meeting rooms, and business center, as well as sports center and spa. The company also provides information technology and payment system services, as well as sells computer hardware and software. The company was formerly known as PT Artha Securities Tbk. PT Arthavest Tbk was founded in 1990 and is based in Jakarta Pusat, Indonesia. PT Arthavest Tbk is a subsidiary of Lucas SH CN.",446674175,Consumer Cyclical,Lodging
ARTI,Ratu Prabu Energi Tbk,NULL,NULL,NULL,NULL,7840000000,NULL,NULL
ARTO,Bank Jago Tbk.,"Menara BTPN - Lantai 46 Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5 – 5.6, South Jakarta, Jakarta",https://www.jago.com,62 21 509 27460,"PT Bank Jago Tbk provides various banking products and services for small and medium enterprises in Indonesia. It accepts current and savings accounts, and time deposits, as well as Mudharabah deposits; and offers working capital credit, investment credit, consumer credit, multipurpose credit, and working capital financing with murabahah bil wakalah contract, as well as provides bank guarantees. The company also offers bill payment, remittance/RTGS/SKN, inter-cities warkat invoices, in-city warkat invoices  clearing, ATM, and customer fund account services, as well as debit cards. As of December 31, 2021, it operated 2 branch offices, 2 sub-branch offices, 1 Sharia branch office, and 4 ATMs. The company was formerly known as PT Bank Artos Indonesia Tbk and changed its name to PT Bank Jago Tbk in June 2020. PT Bank Jago Tbk was founded in 1992 and is headquartered in Jakarta, Indonesia.",13717687500,Financial Services,Bank - Regional
