symbol,shortName,longName,sector,fullTimeEmployees,industry,longBusinessSummary,city,address1,address2,website,phone,fax
BCIC.JK,Bank JTrust Indonesia Tbk.,PT Bank JTrust Indonesia Tbk,Financial Services,829.0,Banks—Regional,"PT Bank JTrust Indonesia Tbk provides various banking products and services to retail customers and corporates. It operates through three segments: Retail Funding; Loan and Export Import; and Treasury. The company offers time, savings, and demand deposits; mortgage, unsecured, working capital, and term installment loans, as well as agricultural equipment and machinery investment credit products; and bancassurance products. It also provides treasury products and services, such as banknotes transaction, general foreign exchange transaction, and securities or fixed income securities; and buys and sells foreign exchange. In addition, the company offers bank guarantee, shipping guarantee, bank reference, payroll, letter of credit, clearing, domestic and overseas money transfer and collection, safe deposit box, payment and billing, ATM and debit cards, and internet banking services, as well as tender, advance payment, and performance bonds. As of December 31, 2021, it operated 22 branches, 20 sub-branches, and 50 ATMs across 22 cities in Indonesia. The company was founded in 1989 and is headquartered in Jakarta, Indonesia. PT Bank JTrust Indonesia Tbk is a subsidiary of J Trust Co., Ltd.",Jakarta,Sahid Sudirman Center Building,33rd Floor Jenderal Sudirman Street No.86,https://www.jtrustbank.co.id,62 21 2926 1111,62 21 2788 9248
PRIM.JK,Royal Prima Tbk.,PT Royal Prima Tbk,Healthcare,1024.0,Medical Care Facilities,"PT Royal Prima Tbk provides hospital services in Indonesia. It operates its hospitals under the Royal Prima Medan and Royal Prima Jambi names. The company was founded in 2013 and is headquartered in Jakarta, Indonesia.",Jakarta,Gedung Grand Slipi Tower,Jalan Letjen S. Parman Kav. 22-24,https://www.royalprima.com,62 21 8881 3182,62 21 8001 3181
INDS.JK,Indospring Tbk.,PT Indospring Tbk,Consumer Cyclical,2103.0,Auto Parts,"PT Indospring Tbk manufactures and sells leaf and coil springs to the automotive industry. It provides parabolic, trailing, yoko-oki, and multi leaf springs; and tension, compression, valve, hot coil, and spiral springs, as well as wire rings and stabilizer bars. The company was founded in 1978 and is based in Gresik, Indonesia. PT Indospring Tbk is a subsidiary of PT Indoprima Gemilang.",Gresik,Jl. Mayjend Sungkono No. 10,Desa Segoromadu,https://www.indospring.co.id,62 31 398 1135,62 31 398 1531
SOCI.JK,Soechi Lines Tbk.,PT Soechi Lines Tbk,Industrials,256.0,Marine Shipping,"PT Soechi Lines Tbk provides shipping and marine transportation services in Indonesia. The company operates through two segments, Shipping and Shipyard. It charters vessels to the oil and gas, and chemical companies. In addition, the company offers shipbuilding, dry docking, ship repair, and maintenance services. Further, the company provides management and business consulting services; and business brokerage services. It operates a fleet of 30 vessels. The company was founded in 1970 and is headquartered in Central Jakarta, Indonesia. PT Soechi Lines Tbk is a subsidiary of PT Soechi Group.",Jakarta Pusat,Sahid Sudirman Building,"51th Floor Sahid Sudirman Center Jl. Jend Sudirman, Kav 86",https://www.soechi.com,62 21 8086 1000,62 21 8086 1001
KKGI.JK,Resource Alam Indonesia Tbk.,PT Resource Alam Indonesia Tbk,Energy,376.0,Thermal Coal,"PT Resource Alam Indonesia Tbk, together with its subsidiaries, engages in coal and methane mining in Indonesia. It also sells high pressure laminate and melamine laminated particle boards; and provides harbor management, electricity supply, and other mining and excavation support services. In addition, the company is involved in the metals and metal ores wholesale, hydropower plant industry, real estate, and trading activities. The company was formerly known as PT Kurnia Kapuas Utama Tbk and changed its name to PT Resource Alam Indonesia Tbk in November 2003. PT Resource Alam Indonesia Tbk was founded in 1981 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,Bumi Raya Group Building,Jl. Pembangunan I No. 3,https://www.raintbk.com,62 21 633 3036,62 21 633 7006
SKRN.JK,Superkrane Mitra Utama Tbk.,PT Superkrane Mitra Utama Tbk,Industrials,807.0,Rental & Leasing Services,"PT Superkrane Mitra Utama Tbk engages in the supply and rental of heavy lifting equipment and accessories in Indonesia. The company leases crawler cranes, crawler telescopic boom cranes, rough terrain and all terrain cranes, truck mounted cranes, and cargo cranes; tele handlers; man lifts and manlift crawlers; forklifts; scissor lifts; and multi axle products and truck trailers. It also provides lifting and rigging solutions, as well as skilled personnel for the construction/infrastructure, maintenance, mining, and petrochemical industries; and heavy construction services and engineering solutions. The company was founded in 1996 and is headquartered in North Jakarta, Indonesia. PT Superkrane Mitra Utama Tbk is a subsidiary of PT Sumi Traktor Perkasa.",Jakarta Utara,Jl Raya Cakung Cilincing No.9B,,https://www.superkrane.com,62 21 441 3455,62 21 440 8290
GWSA.JK,Greenwood Sejahtera Tbk.,PT Greenwood Sejahtera Tbk,Real Estate,110.0,Real Estate—Development,"PT Greenwood Sejahtera Tbk, together with its subsidiaries, develops real estate properties in Indonesia. The company operates through three segments: Real Estates, Apartments, and Hotel. The company owns and leases apartments, offices, shopping centers, and other real estate properties; operates hotels; and offers management consulting services. It also provides real estate fee and contract basis. The company was founded in 1990 and is headquartered in Central Jakarta, Indonesia. PT Greenwood Sejahtera Tbk is a subsidiary of PT Prima Permata Sejahtera.",Jakarta Pusat,TCC Batavia Tower One,Lantai 35 Jl. K.H. Mas Mansyur Kav. 126 Tanah Abang,https://www.greenwoodsejahtera.com,62 21 2598 4969,62 21 2598 4578
DIVA.JK,Distribusi Voucher Nusantara Tb,PT Distribusi Voucher Nusantara Tbk,Technology,142.0,Software—Application,"PT Distribusi Voucher Nusantara Tbk offers fintech services in Indonesia. The company offers transactional platforms to top-up e-money at various public service locations; commerce platforms to enhance business-to-consumer (B2C) engagement and transactions; and software-as-a-service for point of sale and supply chain platform. It also engages in software trading and publishing; wholesale trade of telecommunications equipment; machinery and equipment and supplies; application development; computer programming; trade, development, industry, service, agriculture, land transportation, workshop, printing, and telecommunication activities; and travel agency business. The company was founded in 2003 and is based in Kuningan, Indonesia.",Kuningan,AXA Tower,"7th Floor, Suite 5 Jln. Prof. Dr. Satrio Kav 18 Setiabudi",https://www.ptdvn.com,62 21 3048 0712,62 21 3048 0713
BLTA.JK,Berlian Laju Tanker Tbk,PT Berlian Laju Tanker Tbk,Industrials,56.0,Marine Shipping,"PT Berlian Laju Tanker Tbk provides shipping services for liquid cargo transportation in Malaysia and Indonesia. The company operates through Chemical Tankers, Gas Tankers, and Others segments. It operates chemical tankers that offer maritime transportation services for organic and non-organic liquid chemicals, and vegetable oil and animal fats; and gas tankers, which maritime transport liquefied gas, including LPG, propylene, propane, and LNG. The company also offers shipping agency, manning, ship management, and trading services. As of December 31, 2021, it owns and operates a fleet of 7 vessels, consisting of 4 chemical tankers, 2 gas tankers, and 1 third party chemical vessel. The company was founded in 1981 and is headquartered in Jakarta, Indonesia. PT Berlian Laju Tanker Tbk operates as a subsidiary of PT Bagusnusa Samudra Gemilang.",Jakarta,Wisma BSG,10th Floor Jl. Abdul Muis No. 40,https://www.blt.co.id,62 21 3006 0300,62 21 3006 0390
GHON.JK,Gihon Telekomunikasi Indonesia ,PT Gihon Telekomunikasi Indonesia Tbk,Communication Services,39.0,Telecom Services,"PT Gihon Telekomunikasi Indonesia Tbk provides telecommunications support services in Indonesia. The company engages in the engineering, design, construction, installation, and network integration of telecommunication towers. It also provides leasing, operation, and maintenance services. The company was founded in 2001 and is based in Jakarta, Indonesia.",Jakarta,APL Tower – Central Park,19th Floor Unit T-7 Jl. Letjend S. Parman Kav. 28,https://www.gihon-indonesia.com,62 21 8051 1652,
HOMI.JK,Grand House Mulia Tbk.,PT Grand House Mulia Tbk,Real Estate,57.0,Real Estate—Development,"PT Grand House Mulia Tbk engages in operating residential and commercial properties in Indonesia. It also offers property development consulting service. The company was incorporated in 2006 and is headquartered in Serpong, Indonesia. PT Grand House Mulia Tbk is a subsidiary of Pt Graha Mulia Indotama.",Serpong,Kawasan Parkville,Jl. Raya Pengasinan No. 99,https://www.granddevelopment.id,62 21 758 7168 8,
PTSN.JK,Sat Nusapersada Tbk,PT Sat Nusapersada Tbk,Technology,3921.0,Electronic Components,"PT Sat Nusapersada Tbk provides electronic manufacturing services in Indonesia. The company offers metal stamping services for parts and components of electronics and various other industries; management consulting services; and plastic molding and assembling services. It also provides engineering and electronic assemblies for a range of industries, including automotive, communications, transportation, home appliance, and others. In addition, the company engages in software retailing and trading activities. The company also has operations in Singapore, Malaysia, Japan, Taiwan, Hong Kong, France, China, and the United States. PT Sat Nusapersada Tbk was founded in 1990 and is headquartered in Batam, Indonesia.",Batam,Jl Pelita VI No.99,,https://www.satnusa.com,62 778 570 8888,
CSRA.JK,Cisadane Sawit Raya Tbk.,PT Cisadane Sawit Raya Tbk,Consumer Defensive,1567.0,Farm Products,"PT Cisadane Sawit Raya Tbk. operates oil palm plantations in Indonesia. It manages a total nucleus planted area of 18.112,7 hectares. The company was founded in 1983 and is headquartered in Jakarta Utara, Indonesia.",Jakarta Utara,CBD Pluit Office Complex,Blok R2 No. B-25 Jl. Pluit Selatan Raya,https://csr.co.id,62 21 6667 3312,62 21 6667 3310
HDFA.JK,Radana Bhaskara Finance Tbk.,PT Radana Bhaskara Finance Tbk,Financial Services,170.0,Credit Services,"PT Radana Bhaskara Finance Tbk primarily engages in financing activities in Indonesia. The company's financing services comprise working capital financing, investment financing, multipurpose financing, sale and purchase financing, and services financing. As of December 31, 2021, it operated 9 branch offices located in Tanggerang, Bekasi, Cimahi, Depok, Semarang, Surakarta, Surabaya, Medan, Palembang, and Cipondoh. The company was formerly known as PT HD Finance Tbk and changed its name to PT Radana Bhaskara Finance Tbk in June 2014. The company was incorporated in 1972 and is headquartered in Jakarta, Indonesia. PT Radana Bhaskara Finance Tbk is a subsidiary of Rubicon Investments Holding Pte. Ltd.",Jakarta,CIBIS Nine Building,"11th Floor, Suite W-16 Jl. TB Simatupang No.2, Rt.001/Rw.005 Kel Cilandak Timur, Kec Pasar Minggu",https://www.radanafinance.co.id,62 21 5099 1088,62 21 5099 1089
PNGO.JK,Pinago Utama Tbk.,PT PINAGO UTAMA Tbk,Consumer Defensive,2718.0,Farm Products,"PT PINAGO UTAMA Tbk engages in the oil palm and rubber plantation business in Indonesia. The company was founded in 1979 and is based in Palembang, Indonesia.",Jakarta Utara,Rukan Exclusive Bukit Golf Mediterania,"Blok I No. 9. RT. 004, RW.003 Pantai Indah Kapuk. Kel. Kec. Penjaringan",https://www.pinagoutama.com,62 21 5596 6133,62 21 5596 5977
MOLI.JK,Madusari Murni Indah Tbk.,PT Madusari Murni Indah Tbk,Basic Materials,762.0,Chemicals,"PT Madusari Murni Indah Tbk, through its subsidiaries, produces and sells food grade ethanol. It also provides carbon dioxide gas in liquid and dry forms; and organic and potassium fertilizers. The company sells its products under the Molindo Ethanol, Molindo CO2, and Molindo Fertilizer brands. It serves food and beverage, pharmaceutical, cosmetic, cigarette, hospital, furniture, ink, printing, fuel, and welding industries. The company was founded in 1959 and is headquartered in Malang, Indonesia. PT Madusari Murni Indah Tbk operates as a subsidiary of PT Cropsco Panen Indonusa.",Malang,Jl. Sumber Waras No. 255,Lawang Kalirejo,https://www.molindo.co.id,62 34 142 6681,62 34 142 6222
